formatted_date,index_level,date,high,low,open,close,volume,adjclose,dividends,ticker,sector,trading,rf_rate,rf_return,mkt_return,mkt_curve,h2l_range,o2c_range,range,o2c_return,c2c_return,ma_195,ma_225,signal,position,trade_date,cash,total_value,stock_num,stock_value,trans_exp,equity_change,equity_curve,equity_curve_base
2013-01-18,1485.97998046875,1358519400.0,13.725000381469728,13.479999542236328,13.541500091552734,13.605999946594238,58840000.0,13.605999946594238,0.0,AMZN,Consumer Discretionary,1,0.14,5.551685702931408e-06,0.0034032703971196288,1.0161102390663885,0.2450008392334002,0.0644998550415039,0.01817513705885143,0.004763124809321395,0.006063278447933751,13.329115574176495,13.329115574176495,,1.0,2013-01-03,654.4220758820884,1051037.6179529573,77200.0,1050383.1958770752,0.0,0.00605948030895731,1.0510376179529575,1.05755699122083
2013-01-22,1492.56005859375,1358865000.0,13.604999542236328,13.46150016784668,13.581000328063965,13.509499549865724,42754000.0,13.509499549865724,0.0,AMZN,Consumer Discretionary,1,0.14,5.551685702931408e-06,0.004428106846314561,1.0206096837726089,0.14349937438964844,-0.07150077819824041,0.010659983850269672,-0.005264765221343115,-0.007092488395361918,13.342000143868583,13.342000143868583,,1.0,2013-01-03,654.4220758820884,1043587.787325516,77200.0,1042933.3652496339,0.0,-0.007088072301304371,1.0435877873255162,1.0500562805331624
2013-01-23,1494.81005859375,1358951400.0,13.554499626159668,13.332500457763672,13.528499603271484,13.405500411987305,50178000.0,13.405500411987305,0.0,AMZN,Consumer Discretionary,1,0.15,5.947938814809817e-06,0.001507477027169024,1.022148229424602,0.2219991683959961,-0.12299919128417969,0.016650977744142814,-0.0090918575519221,-0.007698222831611368,13.346233495076497,13.346233495076497,,1.0,2013-01-03,654.4220758820884,1035559.053881302,77200.0,1034904.6318054199,0.0,-0.007693395363307043,1.0355590538813022,1.041972713299885
2013-01-24,1494.8199462890625,1359037800.0,13.832500457763672,13.468500137329102,13.468500137329102,13.67300033569336,68340000.0,13.67300033569336,0.0,AMZN,Consumer Discretionary,1,0.15,5.947938814809817e-06,6.614683421224399e-06,1.0221549906115495,0.3640003204345703,0.2045001983642578,0.027026047200735537,0.015183591066496582,0.01995448998433913,13.366656422615051,13.366656422615051,,1.0,2013-01-03,654.4220758820884,1056210.0479914094,77200.0,1055555.6259155273,0.0,0.019941879734146406,1.0562100479914096,1.0627647473713824
2013-01-25,1502.9599609375,1359124200.0,14.236000061035156,13.720000267028809,13.75,14.19950008392334,99362000.0,14.19950008392334,0.0,AMZN,Consumer Discretionary,1,0.15,5.947938814809817e-06,0.005445481690718124,1.0277211168980007,0.5159997940063477,0.44950008392333984,0.037609313699969116,0.0326909151944248,0.03850652638803442,13.415647226221422,13.415647226221422,,1.0,2013-01-03,654.4220758820884,1096855.828554764,77200.0,1096201.4064788818,0.0,0.038482667950991756,1.096855828554764,1.1036881261603113
2013-01-28,1500.1800537109375,1359383400.0,14.223999977111816,13.720000267028809,14.189000129699709,13.802000045776367,86428000.0,13.802000045776367,0.0,AMZN,Consumer Discretionary,1,0.16,6.344152519766055e-06,-0.0018496216125600817,1.025820221708502,0.5039997100830078,-0.3870000839233416,0.03673467203161751,-0.027274655041639728,-0.027993945969761458,13.43711127175225,13.43711127175225,,1.0,2013-01-03,654.4220758820884,1066168.8256098176,77200.0,1065514.4035339355,0.0,-0.027977243814604202,1.0661688256098176,1.0727915403891124
2013-01-29,1507.8399658203125,1359469800.0,13.77299976348877,12.917499542236328,13.767499923706056,13.017499923706056,203452000.0,13.017499923706056,0.0,AMZN,Consumer Discretionary,1,0.15,5.947938814809817e-06,0.005105995170664235,1.0310580548065154,0.8555002212524414,-0.75,0.0662280047663415,-0.05447612160204818,-0.05683959712131581,13.415026463960347,13.415026463960347,,1.0,2013-01-03,654.4220758820884,1005605.4161859896,77200.0,1004950.9941101075,0.0,-0.056804708568727325,1.0056054161859898,1.0118145014382394
2013-01-30,1501.9599609375,1359556200.0,14.210000038146973,13.35550022125244,14.149999618530272,13.637999534606934,261508000.0,13.637999534606934,0.0,AMZN,Consumer Discretionary,1,0.15,5.947938814809817e-06,-0.0038996213232838084,1.0270373188304482,0.854499816894533,-0.5120000839233381,0.0639811165990456,-0.03618375248949435,0.04766657303918165,13.426175117492676,13.426175117492676,,1.0,2013-01-03,654.4220758820884,1053507.9861475374,77200.0,1052853.5640716553,0.0,0.04763555286250365,1.0535079861475374,1.0600442312731484
2013-01-31,1498.1099853515625,1359642600.0,13.79699993133545,13.1850004196167,13.552000045776367,13.274999618530272,135442000.0,13.274999618530272,0.0,AMZN,Consumer Discretionary,1,0.15,5.947938814809817e-06,-0.0025633010773032927,1.0244047129646594,0.61199951171875,-0.2770004272460955,0.04641634374225845,-0.02043981894262359,-0.026616800737933488,13.418976284208751,13.418976284208751,,1.0,2013-01-03,654.4220758820884,1025484.3926264191,77200.0,1024829.970550537,0.0,-0.02660026681296912,1.0254843926264192,1.0318292451959552
2013-02-01,1513.1700439453125,1359729000.0,13.446499824523926,13.140000343322754,13.446499824523926,13.25,122300000.0,13.25,0.0,AMZN,Consumer Discretionary,1,0.15,5.947938814809817e-06,0.010052705569688847,1.0347027519282948,0.3064994812011719,-0.19649982452392578,0.02332568289139525,-0.01461345532950864,-0.0018832104895412094,13.411295544017445,13.411295544017445,,1.0,2013-01-03,654.4220758820884,1023554.4220758821,77200.0,1022900.0,0.0,-0.0018820087018526221,1.0235544220758823,1.0298860935379868
2013-02-04,1495.7099609375,1359988200.0,13.234000205993652,12.953499794006348,13.138999938964844,12.99899959564209,74472000.0,12.99899959564209,0.0,AMZN,Consumer Discretionary,1,0.15,5.947938814809817e-06,-0.011538744820964397,1.0227635809082445,0.2805004119873047,-0.1400003433227539,0.021654411274788732,-0.010655327191803288,-0.018943426743993186,13.393369633218516,13.393369633218516,,1.0,2013-01-03,654.4220758820884,1004177.1908594514,77200.0,1003522.7687835693,0.0,-0.018931315031721963,1.0041771908594517,1.0103765217703926
2013-02-05,1511.2900390625,1360074600.0,13.40149974822998,13.072999954223633,13.100000381469728,13.344499588012695,80258000.0,13.344499588012695,0.0,AMZN,Consumer Discretionary,1,0.15,5.947938814809817e-06,0.010416510240551347,1.033417208222438,0.32849979400634766,0.24449920654296697,0.025128111004101727,0.018664061024671108,0.026578967852759483,13.39133338133494,13.39133338133494,,1.0,2013-01-03,654.4220758820884,1030849.7902704622,77200.0,1030195.3681945801,0.0,0.026561646344687828,1.0308497902704625,1.0372312868617108
2013-02-06,1512.1199951171875,1360161000.0,13.344499588012695,13.055500030517578,13.258000373840332,13.111000061035156,55408000.0,13.111000061035156,0.0,AMZN,Consumer Discretionary,1,0.15,5.947938814809817e-06,0.0005491705981217621,1.033984730568787,0.2889995574951172,-0.14700031280517578,0.022136230463756457,-0.011087668476403523,-0.01749781064756384,13.380120048522949,13.380120048522949,,1.0,2013-01-03,654.4220758820884,1012823.6267877962,77200.0,1012169.2047119141,0.0,-0.017486702381669494,1.0128236267877966,1.0190820102064757
2013-02-07,1509.3900146484375,1360247400.0,13.204999923706056,12.755499839782717,13.204999923706056,13.011500358581545,79514000.0,13.011500358581545,0.0,AMZN,Consumer Discretionary,1,0.15,5.947938814809817e-06,-0.0018053993582290984,1.0321179751997993,0.44950008392333984,-0.19349956512451172,0.0352397075433617,-0.014653507477658922,-0.007589024635070829,13.365942368140587,13.365942368140587,,1.0,2013-01-03,654.4220758820884,1005142.2497583773,77200.0,1004487.8276824952,0.0,-0.007584121091033902,1.0051422497583777,1.0113481717258612
2013-02-08,1517.9300537109375,1360333800.0,13.262499809265137,13.02750015258789,13.06999969482422,13.09749984741211,77584000.0,13.09749984741211,0.0,AMZN,Consumer Discretionary,1,0.14,5.551685702931408e-06,0.005657940611518475,1.0379576374075605,0.2349996566772461,0.02750015258788885,0.018038737587776188,0.0021040668117826566,0.006609498248512535,13.356000052558052,13.356000052558052,,1.0,2013-01-03,654.4220758820884,1011781.4102960969,77200.0,1011126.9882202148,0.0,0.006605194975453088,1.0117814102960974,1.0180326756955196
2013-02-11,1517.010009765625,1360593000.0,13.162500381469728,12.829999923706056,13.15999984741211,12.86050033569336,68074000.0,12.86050033569336,0.0,AMZN,Consumer Discretionary,1,0.15,5.947938814809817e-06,-0.000606117484177382,1.0373285131356924,0.3325004577636719,-0.29949951171875,0.02591585812477737,-0.02275832182305426,-0.018095019238773102,13.338303634098597,13.338303634098597,,1.0,2013-01-03,654.4220758820884,993485.0479914094,77200.0,992830.6259155273,0.0,-0.018083315347069973,0.9934850479914098,0.9996113548431095
2013-02-12,1519.4300537109375,1360679400.0,13.008000373840332,12.850000381469728,12.959500312805176,12.9350004196167,58874000.0,12.9350004196167,0.0,AMZN,Consumer Discretionary,1,0.14,5.551685702931408e-06,0.001595272232703504,1.0389833345088895,0.1579999923706037,-0.024499893188476562,0.012295718885615425,-0.0018904967473374334,0.005792938220029464,13.32439662670267,13.32439662670267,,1.0,2013-01-03,654.4220758820884,999236.4544702913,77200.0,998582.0323944092,0.0,0.005789122333053509,0.9992364544702916,1.0054020416657556
2013-02-13,1520.3299560546875,1360765800.0,13.498000144958496,13.015000343322754,13.076499938964844,13.47350025177002,105860000.0,13.47350025177002,0.0,AMZN,Consumer Discretionary,1,0.15,5.947938814809817e-06,0.000592263093356804,1.039598685992532,0.4829998016357422,0.3970003128051758,0.037111009519376736,0.030359829821297257,0.041631218761821964,13.329366747538248,13.329366747538248,,1.0,2013-01-03,654.4220758820884,1040808.6415125276,77200.0,1040154.2194366455,0.0,0.04160395355499147,1.040808641512528,1.0472581540059251
2013-02-14,1521.3800048828125,1360852200.0,13.532500267028809,13.270000457763672,13.368499755859377,13.461999893188477,69260000.0,13.461999893188477,0.0,AMZN,Consumer Discretionary,1,0.16,6.344152519766055e-06,0.0006906716689645265,1.0403167073520396,0.2624998092651367,0.09350013732909979,0.019781446888463394,0.006994063585042065,-0.0008535538922064267,13.33364523610761,13.33364523610761,,1.0,2013-01-03,654.4220758820884,1039920.8138300325,77200.0,1039266.3917541504,0.0,-0.0008530172090086552,1.0399208138300329,1.0463642627324286
2013-02-15,1519.7900390625,1360938600.0,13.446000099182127,13.155500411987305,13.381500244140623,13.25450038909912,79598000.0,13.25450038909912,0.0,AMZN,Consumer Discretionary,1,0.17,6.740326825349641e-06,-0.0010450813177572682,1.0392294917966352,0.29049968719482244,-0.1269998550415039,0.022081994458387877,-0.009490703786902643,-0.015413720527092556,13.331171959638596,13.331171959638596,,1.0,2013-01-03,654.4220758820884,1023901.8521143341,77200.0,1023247.430038452,0.0,-0.01540402067413238,1.0239018521143344,1.0302358964171336
2013-02-19,1530.93994140625,1361284200.0,13.505499839782717,13.225000381469728,13.295499801635742,13.487500190734863,57084000.0,13.487500190734863,0.0,AMZN,Consumer Discretionary,1,0.17,6.740326825349641e-06,0.007336475471722448,1.0468537734726917,0.2804994583129883,0.1920003890991211,0.021209788296566723,0.014441005751096192,0.017578919974031493,13.335909178762725,13.335909178762725,,1.0,2013-01-03,654.4220758820884,1041889.4368006135,77200.0,1041235.0147247314,0.0,0.01756768448961732,1.0418894368006137,1.048346330794625
2013-02-20,1511.949951171875,1361370600.0,13.71500015258789,13.318499565124512,13.510000228881836,13.320500373840332,70578000.0,13.320500373840332,0.0,AMZN,Consumer Discretionary,1,0.17,6.740326825349641e-06,-0.012404137955230099,1.0338684548475832,0.3965005874633789,-0.1894998550415039,0.029770664895439447,-0.01402663596084841,-0.012381821281400307,13.335455978617949,13.335455978617949,,1.0,2013-01-03,654.4220758820884,1028997.0509363557,77200.0,1028342.6288604736,0.0,-0.012374044124919048,1.028997050936356,1.0353658938857142
2013-02-21,1502.4200439453125,1361457000.0,13.473999977111816,13.162500381469728,13.255999565124512,13.29699993133545,72748000.0,13.29699993133545,0.0,AMZN,Consumer Discretionary,1,0.16,6.344152519766055e-06,-0.006303057332801343,1.0273519227021042,0.31149959564208807,0.0410003662109375,0.023665685592732855,0.0030929667739885147,-0.0017642312109411584,13.334357234409877,13.334357234409877,,1.0,2013-01-03,654.4220758820884,1027182.8167749788,77200.0,1026528.3946990967,0.0,-0.0017631091942644783,1.027182816774979,1.033539269060977
2013-02-22,1515.5999755859375,1361543400.0,13.35550022125244,13.080499649047852,13.331000328063965,13.270999908447266,62496000.0,13.270999908447266,0.0,AMZN,Consumer Discretionary,1,0.16,6.344152519766055e-06,0.008772467921830174,1.036364334488439,0.27500057220458807,-0.06000041961669922,0.021023705483957267,-0.004500819003836365,-0.001955330000935951,13.332597308688694,13.332597308688694,,1.0,2013-01-03,654.4220758820884,1025175.615008011,77200.0,1024521.1929321289,0.0,-0.0019540842527621116,1.0251756150080111,1.0315183587210366
2013-02-25,1487.8499755859375,1361802600.0,13.434499740600586,12.982500076293944,13.347000122070312,12.993499755859377,60648000.0,12.993499755859377,0.0,AMZN,Consumer Discretionary,1,0.16,6.344152519766055e-06,-0.018309580659152336,1.0173889381138541,0.4519996643066424,-0.3535003662109357,0.0348160725322848,-0.026485379709137447,-0.020910267086299505,13.323432509963578,13.323432509963578,,1.0,2013-01-03,654.4220758820884,1003752.603228226,77200.0,1003098.1811523439,0.0,-0.020896918992379332,1.003752603228226,1.0099490343357584
2013-02-26,1496.93994140625,1361889000.0,13.10200023651123,12.786499977111816,13.044500350952148,12.968000411987305,66972000.0,12.968000411987305,0.0,AMZN,Consumer Discretionary,1,0.17,6.740326825349641e-06,0.006109463971145868,1.023604639175903,0.31550025939941406,-0.07649993896484375,0.024674481677094517,-0.005864535774209201,-0.0019624692616454498,13.314079033701043,13.314079033701043,,1.0,2013-01-03,654.4220758820884,1001784.053881302,77200.0,1001129.6318054199,0.0,-0.0019611897798249567,1.001784053881302,1.007967040400046
2013-02-27,1515.989990234375,1361975400.0,13.291500091552734,12.843000411987305,12.970000267028809,13.162500381469728,58162000.0,13.162500381469728,0.0,AMZN,Consumer Discretionary,1,0.17,6.740326825349641e-06,0.012725994077109837,1.0366310257513578,0.4484996795654297,0.19250011444091975,0.034921721184935306,0.014841951463198999,0.014998454912341863,13.310192401592548,13.310192401592548,,1.0,2013-01-03,654.4220758820884,1016799.4515253451,77200.0,1016145.029449463,0.0,0.01498865707221797,1.0167994515253453,1.0230849886086129
2013-02-28,1514.6800537109375,1362061800.0,13.350000381469728,13.031499862670898,13.090499877929688,13.213500022888184,53344000.0,13.213500022888184,0.0,AMZN,Consumer Discretionary,1,0.17,6.740326825349641e-06,-0.0008640799292052304,1.0357352936880146,0.3185005187988299,0.1230001449584961,0.02444081818326871,0.009396138123485498,0.0038746165196890114,13.307775092124938,13.307775092124938,,1.0,2013-01-03,654.4220758820884,1020736.6238428499,77200.0,1020082.2017669678,0.0,0.0038721227785858403,1.0207366238428501,1.0270490506065217
2013-03-01,1518.199951171875,1362148200.0,13.329999923706056,13.052000045776367,13.16349983215332,13.286999702453612,59140000.0,13.286999702453612,0.0,AMZN,Consumer Discretionary,1,0.16,6.344152519766055e-06,0.002323855425648391,1.038142192769787,0.2779998779296893,0.12349987030029119,0.021299408286445054,0.00938199353325686,0.0055624686448036975,13.307268375303687,13.307268375303687,,1.0,2013-01-03,654.4220758820884,1026410.7991053009,77200.0,1025756.3770294188,0.0,0.00555890239451684,1.026410799105301,1.032761978747196
2013-03-04,1525.199951171875,1362407400.0,13.664999961853027,13.20699977874756,13.267999649047852,13.655500411987305,69060000.0,13.655500411987305,0.0,AMZN,Consumer Discretionary,1,0.16,6.344152519766055e-06,0.00461072337316093,1.0429287792426551,0.458000183105467,0.3875007629394531,0.0346785939863854,0.029205665751375065,0.027733929238038968,13.315559614272345,13.315559614272345,,1.0,2013-01-03,654.4220758820884,1054859.053881302,77200.0,1054204.63180542,0.0,0.027716246556251045,1.0548590538813023,1.0614045263855079
2013-03-05,1539.7900390625,1362493800.0,13.833999633789062,13.499500274658203,13.699999809265137,13.779500007629396,73724000.0,13.779500007629396,0.0,AMZN,Consumer Discretionary,1,0.15,5.947938814809817e-06,0.00956601649469957,1.0529054531476874,0.3344993591308594,0.07950019836425959,0.024778647529553055,0.00580293426796219,0.009080560353045719,13.326348925745764,13.326348925745764,,1.0,2013-01-03,654.4220758820884,1064431.8226648716,77200.0,1063777.4005889895,0.0,0.009074926880844547,1.064431822664872,1.0710426742463475
2013-03-06,1541.4599609375,1362580200.0,13.82450008392334,13.591500282287598,13.788000106811523,13.689499855041504,41014000.0,13.689499855041504,0.0,AMZN,Consumer Discretionary,1,0.15,5.947938814809817e-06,0.001084512714484509,1.0540473424987762,0.2329998016357422,-0.09850025177001953,0.01714305240749514,-0.007143911445239848,-0.006531452704239049,13.334602355957031,13.334602355957031,,1.0,2013-01-03,654.4220758820884,1057483.8108850862,77200.0,1056829.388809204,0.0,-0.0065274371094905526,1.0574838108850866,1.0640472096752858
2013-03-07,1544.260009765625,1362666600.0,13.739999771118164,13.592499732971191,13.704999923706056,13.694000244140623,38780000.0,13.694000244140623,0.0,AMZN,Consumer Discretionary,1,0.15,5.947938814809817e-06,0.0018164914425815581,1.0559620104765008,0.14750003814697266,-0.01099967956543324,0.010851575578050943,-0.0008026034021646478,0.00032874751793521284,13.342588975694444,13.342588975694444,,1.0,2013-01-03,654.4220758820884,1057831.240923538,77200.0,1057176.818847656,0.0,0.0003285440730871336,1.0578312409235384,1.0643970125544324
2013-03-08,1551.1800537109375,1362753000.0,13.772000312805176,13.574999809265137,13.75,13.709500312805176,37596000.0,13.709500312805176,0.0,AMZN,Consumer Discretionary,1,0.15,5.947938814809817e-06,0.004481139122655131,1.0606939231536847,0.19700050354003906,-0.04049968719482422,0.014512007831159135,-0.0029454317959871634,0.0011318875703383302,13.350565309109895,13.350565309109895,,1.0,2013-01-03,654.4220758820884,1059027.8462244417,77200.0,1058373.4241485596,0.0,0.001131187333679895,1.059027846224442,1.065601790302848
2013-03-11,1556.219970703125,1363008600.0,13.69950008392334,13.520000457763672,13.671500205993652,13.562000274658203,38098000.0,13.562000274658203,0.0,AMZN,Consumer Discretionary,1,0.15,5.947938814809817e-06,0.0032490857396794137,1.064140208653568,0.17949962615966797,-0.10949993133544922,0.01327659911850021,-0.008009357399376249,-0.0107589653000848,13.355063925398158,13.355063925398158,,1.0,2013-01-03,654.4220758820884,1047640.8432794954,77200.0,1046986.4212036133,0.0,-0.010752316839960585,1.0476408432794957,1.0541370176172715
2013-03-12,1552.47998046875,1363095000.0,13.869999885559082,13.517999649047852,13.550000190734863,13.706500053405762,64924000.0,13.706500053405762,0.0,AMZN,Consumer Discretionary,1,0.15,5.947938814809817e-06,-0.0024032529493148713,1.061582810558637,0.35200023651123047,0.15649986267089844,0.026039373106214292,0.01154980520058646,0.010654754152864099,13.362385511398315,13.362385511398315,,1.0,2013-01-03,654.4220758820884,1058796.226198807,77200.0,1058141.8041229248,0.0,0.0106480985262003,1.0587962261988073,1.065368588383417
2013-03-13,1554.52001953125,1363181400.0,13.824999809265137,13.631999969482422,13.76200008392334,13.755000114440918,37684000.0,13.755000114440918,0.0,AMZN,Consumer Discretionary,1,0.15,5.947938814809817e-06,0.00131405176760091,1.0629777853273061,0.19299983978271484,-0.006999969482421875,0.01415785212843157,-0.0005086447783559933,0.003538471589842773,13.370398054317553,13.370398054317553,,1.0,2013-01-03,654.4220758820884,1062540.430910721,77200.0,1061886.0088348389,0.0,0.003536284526963307,1.0625404309107214,1.0691383648661226
2013-03-14,1563.22998046875,1363267800.0,13.5,13.17650032043457,13.48349952697754,13.286999702453612,104534000.0,13.286999702453612,0.0,AMZN,Consumer Discretionary,1,0.15,5.947938814809817e-06,0.005602990523162488,1.0689336397848272,0.3234996795654297,-0.19649982452392933,0.024551259568045936,-0.014573354946227135,-0.034024020944643185,13.368730087280273,13.368730087280273,,1.0,2013-01-03,654.4220758820884,1026410.7991053009,77200.0,1025756.3770294188,0.0,-0.03400306544048659,1.0264107991053013,1.032761978747196
2013-03-15,1560.699951171875,1363354200.0,13.36299991607666,13.0024995803833,13.24899959564209,13.090999603271484,97318000.0,13.090999603271484,0.0,AMZN,Consumer Discretionary,1,0.14,5.551685702931408e-06,-0.0016184626244926115,1.0672036106407727,0.3605003356933594,-0.15799999237060547,0.027725464128238952,-0.011925428122329773,-0.014751268425627573,13.363284391515394,13.363284391515394,,1.0,2013-01-03,654.4220758820884,1011279.5914484407,77200.0,1010625.1693725586,0.0,-0.014741863267660249,1.0112795914484412,1.0175274295789138
2013-03-18,1552.0999755859375,1363613400.0,13.07450008392334,12.855999946594238,12.96500015258789,12.89449977874756,54404000.0,12.89449977874756,0.0,AMZN,Consumer Discretionary,1,0.15,5.947938814809817e-06,-0.005510332450180511,1.061322963954109,0.21850013732910156,-0.07050037384033025,0.016995965948723102,-0.005437745700778707,-0.015010299478950273,13.354269302808321,13.354269302808321,,1.0,2013-01-03,654.4220758820884,996109.8049951937,77200.0,995455.3829193116,0.0,-0.015000585971995606,0.9961098049951942,1.002254038132888
