date,high,low,open,close,volume,adjclose,formatted_date,dividends,ticker,sector
1073053800,0.3883930146694183,0.3782140016555786,0.3848209977149963,0.3799999952316284,144642400,0.3217078149318695,2004-01-02,0.0,AAPL,Information Technology
1073313000,0.399821013212204,0.3824999928474426,0.3824999928474426,0.3958930075168609,395018400,0.3351627886295318,2004-01-05,0.0,AAPL,Information Technology
1073399400,0.4003570079803467,0.3876790106296539,0.3973209857940674,0.3944639861583709,509348000,0.3339529931545257,2004-01-06,0.0,AAPL,Information Technology
1073485800,0.4076789915561676,0.3916069865226745,0.3946430087089538,0.4033930003643036,586874400,0.3415123522281647,2004-01-07,0.0,AAPL,Information Technology
1073572200,0.4237500131130218,0.4044640064239502,0.4078570008277893,0.4171429872512817,460303200,0.3531529903411865,2004-01-08,0.0,AAPL,Information Technology
1073658600,0.4308930039405823,0.4069640040397644,0.4148209989070892,0.4107140004634857,427459200,0.3477103114128113,2004-01-09,0.0,AAPL,Information Technology
1073917800,0.4285709857940674,0.4124999940395355,0.4151790142059326,0.4237500131130218,487547200,0.3587465286254883,2004-01-12,0.0,AAPL,Information Technology
1074004200,0.443571001291275,0.4260709881782532,0.4410710036754608,0.4307140111923218,679016800,0.3646422326564789,2004-01-13,0.0,AAPL,Information Technology
1074090600,0.4382140040397644,0.4246430099010467,0.4357140064239502,0.4321430027484894,620043200,0.3658521175384521,2004-01-14,0.0,AAPL,Information Technology
1074177000,0.4178569912910461,0.4017859995365143,0.4091069996356964,0.4080359935760498,1018208800,0.3454431295394897,2004-01-15,0.0,AAPL,Information Technology
1074263400,0.4114289879798889,0.4037500023841858,0.4087499976158142,0.4057140052318573,372820000,0.3434771597385406,2004-01-16,0.0,AAPL,Information Technology
1074609000,0.4071429967880249,0.3973209857940674,0.4048210084438324,0.4058929979801178,315946400,0.3436288237571716,2004-01-20,0.0,AAPL,Information Technology
1074695400,0.4101789891719818,0.4005360007286072,0.4053570032119751,0.4037500023841858,226660000,0.3418146073818207,2004-01-21,0.0,AAPL,Information Technology
1074781800,0.4076789915561676,0.3960709869861603,0.4028570055961609,0.3960709869861603,205004800,0.335313469171524,2004-01-22,0.0,AAPL,Information Technology
1074868200,0.4060710072517395,0.3973209857940674,0.4003570079803467,0.4028570055961609,227169600,0.3410585820674896,2004-01-23,0.0,AAPL,Information Technology
1075127400,0.4117859899997711,0.4005360007286072,0.4010710120201111,0.4108929932117462,271269600,0.3478617668151855,2004-01-26,0.0,AAPL,Information Technology
1075213800,0.4151790142059326,0.4071429967880249,0.4114289879798889,0.4119639992713928,307070400,0.3487685024738312,2004-01-27,0.0,AAPL,Information Technology
1075300200,0.4174999892711639,0.400178998708725,0.4078570008277893,0.4021430015563965,275402400,0.3404540717601776,2004-01-28,0.0,AAPL,Information Technology
1075386600,0.4071429967880249,0.3962500095367431,0.404107004404068,0.4050000011920929,212699200,0.3428727388381958,2004-01-29,0.0,AAPL,Information Technology
1075473000,0.408392995595932,0.4003570079803467,0.4044640064239502,0.4028570055961609,185298400,0.3410585820674896,2004-01-30,0.0,AAPL,Information Technology
1075732200,0.4073210060596466,0.3942860066890716,0.4010710120201111,0.3985710144042969,287431200,0.3374300301074981,2004-02-02,0.0,AAPL,Information Technology
1075818600,0.4000000059604645,0.3928569853305816,0.3982140123844147,0.3975000083446502,180812800,0.3365232944488525,2004-02-03,0.0,AAPL,Information Technology
1075905000,0.3944639861583709,0.387499988079071,0.3928569853305816,0.3891069889068603,305552800,0.3294177949428558,2004-02-04,0.0,AAPL,Information Technology
1075991400,0.4091069996356964,0.3894639909267425,0.3896430134773254,0.4003570079803467,352844800,0.3389420211315155,2004-02-05,0.0,AAPL,Information Technology
1076077800,0.4087499976158142,0.4000000059604645,0.4008930027484894,0.4055359959602356,193340000,0.343326598405838,2004-02-06,0.0,AAPL,Information Technology
