date,high,low,open,close,volume,adjclose,formatted_date,dividends,ticker,sector
1075473000,2.56850004196167,2.4649999141693115,2.4744999408721924,2.5199999809265137,228090000,2.5199999809265137,2004-01-30,0,AMZN,Consumer Discretionary
1075732200,2.532500028610229,2.3975000381469727,2.532500028610229,2.4135000705718994,231778000,2.4135000705718994,2004-02-02,0,AMZN,Consumer Discretionary
1075818600,2.4140000343322754,2.2260000705718994,2.4094998836517334,2.246999979019165,541428000,2.246999979019165,2004-02-03,0,AMZN,Consumer Discretionary
1075905000,2.2955000400543213,2.2149999141693115,2.240499973297119,2.2695000171661377,432014000,2.2695000171661377,2004-02-04,0,AMZN,Consumer Discretionary
1075991400,2.3545000553131104,2.2950000762939453,2.301500082015991,2.302000045776367,263790000,2.302000045776367,2004-02-05,0,AMZN,Consumer Discretionary
1076077800,2.3364999294281006,2.275500059127808,2.305500030517578,2.317500114440918,130162000,2.317500114440918,2004-02-06,0,AMZN,Consumer Discretionary
1076337000,2.3399999141693115,2.2850000858306885,2.337500095367432,2.2929999828338623,122922000,2.2929999828338623,2004-02-09,0,AMZN,Consumer Discretionary
1076423400,2.3125,2.275500059127808,2.2925000190734863,2.2795000076293945,98980000,2.2795000076293945,2004-02-10,0,AMZN,Consumer Discretionary
1076509800,2.368000030517578,2.2769999504089355,2.2929999828338623,2.3570001125335693,157634000,2.3570001125335693,2004-02-11,0,AMZN,Consumer Discretionary
1076596200,2.4049999713897705,2.3355000019073486,2.3464999198913574,2.3529999256134038,135144000,2.3529999256134038,2004-02-12,0,AMZN,Consumer Discretionary
1076682600,2.384999990463257,2.312000036239624,2.364500045776367,2.319000005722046,108634000,2.319000005722046,2004-02-13,0,AMZN,Consumer Discretionary
1077028200,2.322499990463257,2.240000009536743,2.306999921798706,2.27649998664856,220764000,2.27649998664856,2004-02-17,0,AMZN,Consumer Discretionary
1077114600,2.2685000896453857,2.2320001125335693,2.2679998874664307,2.243499994277954,159070000,2.243499994277954,2004-02-18,0,AMZN,Consumer Discretionary
1077201000,2.308000087738037,2.2325000762939453,2.257499933242798,2.2325000762939453,148850000,2.2325000762939453,2004-02-19,0,AMZN,Consumer Discretionary
1077287400,2.2690000534057617,2.236500024795532,2.240000009536743,2.258500099182129,149506000,2.258500099182129,2004-02-20,0,AMZN,Consumer Discretionary
1077546600,2.262500047683716,2.1675000190734863,2.259000062942505,2.198499917984009,186838000,2.198499917984009,2004-02-23,0,AMZN,Consumer Discretionary
1077633000,2.197000026702881,2.111500024795532,2.196000099182129,2.115999937057495,221906000,2.115999937057495,2004-02-24,0,AMZN,Consumer Discretionary
1077719400,2.164499998092652,2.125,2.125,2.1470000743865967,143056000,2.1470000743865967,2004-02-25,0,AMZN,Consumer Discretionary
1077805800,2.192500114440918,2.150000095367432,2.1600000858306885,2.182499885559082,119206000,2.182499885559082,2004-02-26,0,AMZN,Consumer Discretionary
1077892200,2.180000066757202,2.125999927520752,2.178499937057495,2.150500059127808,143272000,2.150500059127808,2004-02-27,0,AMZN,Consumer Discretionary
1078151400,2.174000024795532,2.128999948501587,2.151000022888184,2.1484999656677246,99190000,2.1484999656677246,2004-03-01,0,AMZN,Consumer Discretionary
1078237800,2.174499988555908,2.0929999351501465,2.1364998817443848,2.1005001068115234,139332000,2.1005001068115234,2004-03-02,0,AMZN,Consumer Discretionary
1078324200,2.1689999103546143,2.0824999809265137,2.0929999351501465,2.158499956130981,192032000,2.158499956130981,2004-03-03,0,AMZN,Consumer Discretionary
1078410600,2.2235000133514404,2.1549999713897705,2.1559998989105225,2.219500064849853,147602000,2.219500064849853,2004-03-04,0,AMZN,Consumer Discretionary
1078497000,2.241499900817871,2.176500082015991,2.189500093460083,2.2044999599456787,128530000,2.2044999599456787,2004-03-05,0,AMZN,Consumer Discretionary
1078756200,2.253000020980835,2.156500101089477,2.197999954223633,2.174999952316284,132170000,2.174999952316284,2004-03-08,0,AMZN,Consumer Discretionary
1078842600,2.194499969482422,2.1135001182556152,2.1710000038146973,2.135499954223633,131862000,2.135499954223633,2004-03-09,0,AMZN,Consumer Discretionary
1078929000,2.1600000858306885,2.072999954223633,2.135999917984009,2.077500104904175,138654000,2.077500104904175,2004-03-10,0,AMZN,Consumer Discretionary
1079015400,2.118499994277954,2.052000045776367,2.054500102996826,2.063999891281128,140852000,2.063999891281128,2004-03-11,0,AMZN,Consumer Discretionary
1079101800,2.130500078201294,2.065000057220459,2.067500114440918,2.121999979019165,124476000,2.121999979019165,2004-03-12,0,AMZN,Consumer Discretionary
1079361000,2.140000104904175,2.0460000038146973,2.11299991607666,2.053999900817871,132244000,2.053999900817871,2004-03-15,0,AMZN,Consumer Discretionary
1079447400,2.118000030517578,2.062999963760376,2.064500093460083,2.1064999103546143,124364000,2.1064999103546143,2004-03-16,0,AMZN,Consumer Discretionary
1079533800,2.172499895095825,2.129499912261963,2.1519999504089355,2.140000104904175,102146000,2.140000104904175,2004-03-17,0,AMZN,Consumer Discretionary
1079620200,2.1600000858306885,2.1105000972747803,2.126499891281128,2.150500059127808,114486000,2.150500059127808,2004-03-18,0,AMZN,Consumer Discretionary
1079706600,2.1875,2.131500005722046,2.15149998664856,2.140000104904175,115098000,2.140000104904175,2004-03-19,0,AMZN,Consumer Discretionary
1079965800,2.0924999713897705,2.025500059127808,2.087500095367432,2.0425000190734863,179502000,2.0425000190734863,2004-03-22,0,AMZN,Consumer Discretionary
1080052200,2.086999893188477,1.9924999475479128,2.065999984741211,2.0114998817443848,224514000,2.0114998817443848,2004-03-23,0,AMZN,Consumer Discretionary
1080138600,2.0190000534057617,1.9574999809265137,2.015500068664551,1.981500029563904,157518000,1.981500029563904,2004-03-24,0,AMZN,Consumer Discretionary
1080225000,2.109999895095825,2.0,2.0,2.0994999408721924,142254000,2.0994999408721924,2004-03-25,0,AMZN,Consumer Discretionary
1080311400,2.124500036239624,2.064500093460083,2.1005001068115234,2.0850000381469727,114808000,2.0850000381469727,2004-03-26,0,AMZN,Consumer Discretionary
1080570600,2.140000104904175,2.0985000133514404,2.0985000133514404,2.138000011444092,111220000,2.138000011444092,2004-03-29,0,AMZN,Consumer Discretionary
1080657000,2.196500062942505,2.128000020980835,2.135499954223633,2.190000057220459,109058000,2.190000057220459,2004-03-30,0,AMZN,Consumer Discretionary
1080743400,2.200000047683716,2.1475000381469727,2.192500114440918,2.1640000343322754,93498000,2.1640000343322754,2004-03-31,0,AMZN,Consumer Discretionary
1080829800,2.242000102996826,2.164999961853028,2.172499895095825,2.236999988555908,130170000,2.236999988555908,2004-04-01,0,AMZN,Consumer Discretionary
1080916200,2.3125,2.262500047683716,2.299999952316284,2.304500102996826,162962000,2.304500102996826,2004-04-02,0,AMZN,Consumer Discretionary
1081171800,2.3545000553131104,2.2795000076293945,2.283499956130981,2.3480000495910645,118782000,2.3480000495910645,2004-04-05,0,AMZN,Consumer Discretionary
1081258200,2.3485000133514404,2.2874999046325684,2.315500020980835,2.322000026702881,118326000,2.322000026702881,2004-04-06,0,AMZN,Consumer Discretionary
1081344600,2.3399999141693115,2.2695000171661377,2.309999942779541,2.2925000190734863,91012000,2.2925000190734863,2004-04-07,0,AMZN,Consumer Discretionary
1081431000,2.407500028610229,2.3499999046325684,2.3919999599456787,2.4049999713897705,177594000,2.4049999713897705,2004-04-08,0,AMZN,Consumer Discretionary
1081776600,2.4184999465942383,2.378499984741211,2.407999992370605,2.3980000019073486,86918000,2.3980000019073486,2004-04-12,0,AMZN,Consumer Discretionary
1081863000,2.4170000553131104,2.318000078201294,2.399499893188477,2.3289999961853027,114488000,2.3289999961853027,2004-04-13,0,AMZN,Consumer Discretionary
1081949400,2.382999897003174,2.299000024795532,2.303999900817871,2.3394999504089355,122882000,2.3394999504089355,2004-04-14,0,AMZN,Consumer Discretionary
1082035800,2.380000114440918,2.299999952316284,2.3489999771118164,2.3494999408721924,112070000,2.3494999408721924,2004-04-15,0,AMZN,Consumer Discretionary
1082122200,2.3550000190734863,2.2664999961853027,2.352499961853028,2.275000095367432,167870000,2.275000095367432,2004-04-16,0,AMZN,Consumer Discretionary
1082381400,2.3635001182556152,2.25600004196167,2.2674999237060547,2.3554999828338623,107050000,2.3554999828338623,2004-04-19,0,AMZN,Consumer Discretionary
1082467800,2.390500068664551,2.259000062942505,2.382999897003174,2.259999990463257,187522000,2.259999990463257,2004-04-20,0,AMZN,Consumer Discretionary
1082554200,2.32450008392334,2.245500087738037,2.259999990463257,2.2860000133514404,121084000,2.2860000133514404,2004-04-21,0,AMZN,Consumer Discretionary
1082640600,2.4549999237060547,2.2945001125335693,2.297499895095825,2.443000078201294,315964000,2.443000078201294,2004-04-22,0,AMZN,Consumer Discretionary
1082727000,2.344500064849853,2.275500059127808,2.299999952316284,2.314500093460083,291988000,2.314500093460083,2004-04-23,0,AMZN,Consumer Discretionary
1082986200,2.388000011444092,2.307499885559082,2.316499948501587,2.362499952316284,146284000,2.362499952316284,2004-04-26,0,AMZN,Consumer Discretionary
1083072600,2.440000057220459,2.3394999504089355,2.379499912261963,2.400000095367432,179674000,2.400000095367432,2004-04-27,0,AMZN,Consumer Discretionary
1083159000,2.4175000190734863,2.3320000171661377,2.38100004196167,2.3485000133514404,122552000,2.3485000133514404,2004-04-28,0,AMZN,Consumer Discretionary
1083245400,2.3540000915527344,2.275500059127808,2.345000028610229,2.309499979019165,180714000,2.309499979019165,2004-04-29,0,AMZN,Consumer Discretionary
1083331800,2.317500114440918,2.1654999256134038,2.302999973297119,2.180000066757202,196826000,2.180000066757202,2004-04-30,0,AMZN,Consumer Discretionary
1083591000,2.257499933242798,2.1705000400543213,2.174000024795532,2.220499992370605,138468000,2.220499992370605,2004-05-03,0,AMZN,Consumer Discretionary
1083677400,2.2284998893737797,2.184999942779541,2.220499992370605,2.197499990463257,145778000,2.197499990463257,2004-05-04,0,AMZN,Consumer Discretionary
1083763800,2.252500057220459,2.197499990463257,2.1989998817443848,2.213000059127808,97810000,2.213000059127808,2004-05-05,0,AMZN,Consumer Discretionary
1083850200,2.212500095367432,2.138499975204468,2.179500102996826,2.157000064849853,156368000,2.157000064849853,2004-05-06,0,AMZN,Consumer Discretionary
1083936600,2.2090001106262207,2.0840001106262207,2.1480000019073486,2.095000028610229,185852000,2.095000028610229,2004-05-07,0,AMZN,Consumer Discretionary
1084195800,2.1075000762939453,2.0285000801086426,2.061500072479248,2.062999963760376,204180000,2.062999963760376,2004-05-10,0,AMZN,Consumer Discretionary
1084282200,2.1519999504089355,2.095000028610229,2.095999956130981,2.134999990463257,151912000,2.134999990463257,2004-05-11,0,AMZN,Consumer Discretionary
1084368600,2.157500028610229,2.0625,2.117000102996826,2.151000022888184,149724000,2.151000022888184,2004-05-12,0,AMZN,Consumer Discretionary
1084455000,2.2065000534057617,2.112499952316284,2.122999906539917,2.180500030517578,165224000,2.180500030517578,2004-05-13,0,AMZN,Consumer Discretionary
1084541400,2.196000099182129,2.138000011444092,2.184999942779541,2.1524999141693115,102532000,2.1524999141693115,2004-05-14,0,AMZN,Consumer Discretionary
1084800600,2.129499912261963,2.0850000381469727,2.111999988555908,2.1040000915527344,132514000,2.1040000915527344,2004-05-17,0,AMZN,Consumer Discretionary
1084887000,2.119999885559082,2.0915000438690186,2.109999895095825,2.0994999408721924,112040000,2.0994999408721924,2004-05-18,0,AMZN,Consumer Discretionary
1084973400,2.1635000705718994,2.073499917984009,2.11899995803833,2.0845000743865967,147588000,2.0845000743865967,2004-05-19,0,AMZN,Consumer Discretionary
1085059800,2.0985000133514404,2.039999961853028,2.0824999809265137,2.049000024795532,118526000,2.049000024795532,2004-05-20,0,AMZN,Consumer Discretionary
1085146200,2.0739998817443848,2.0274999141693115,2.063499927520752,2.058500051498413,105458000,2.058500051498413,2004-05-21,0,AMZN,Consumer Discretionary
1085405400,2.115000009536743,2.058500051498413,2.064500093460083,2.0815000534057617,101478000,2.0815000534057617,2004-05-24,0,AMZN,Consumer Discretionary
1085491800,2.193000078201294,2.069499969482422,2.087500095367432,2.180999994277954,144440000,2.180999994277954,2004-05-25,0,AMZN,Consumer Discretionary
1085578200,2.25,2.183500051498413,2.193000078201294,2.234499931335449,147952000,2.234499931335449,2004-05-26,0,AMZN,Consumer Discretionary
1085664600,2.3914999961853027,2.242500066757202,2.263499975204468,2.38100004196167,283504000,2.38100004196167,2004-05-27,0,AMZN,Consumer Discretionary
1085751000,2.434000015258789,2.344000101089477,2.3635001182556152,2.424999952316284,212582000,2.424999952316284,2004-05-28,0,AMZN,Consumer Discretionary
1086096600,2.5225000381469727,2.384999990463257,2.3935000896453857,2.5114998817443848,258806000,2.5114998817443848,2004-06-01,0,AMZN,Consumer Discretionary
1086183000,2.560499906539917,2.4885001182556152,2.524499893188477,2.5174999237060547,249470000,2.5174999237060547,2004-06-02,0,AMZN,Consumer Discretionary
1086269400,2.5174999237060547,2.4660000801086426,2.492500066757202,2.470000028610229,166828000,2.470000028610229,2004-06-03,0,AMZN,Consumer Discretionary
1086355800,2.575500011444092,2.5,2.502500057220459,2.547499895095825,251712000,2.547499895095825,2004-06-04,0,AMZN,Consumer Discretionary
1086615000,2.5994999408721924,2.532500028610229,2.5845000743865967,2.588000059127808,153760000,2.588000059127808,2004-06-07,0,AMZN,Consumer Discretionary
1086701400,2.6059999465942383,2.555000066757202,2.565000057220459,2.5969998836517334,119894000,2.5969998836517334,2004-06-08,0,AMZN,Consumer Discretionary
1086787800,2.5915000438690186,2.500499963760376,2.5810000896453857,2.51200008392334,131588000,2.51200008392334,2004-06-09,0,AMZN,Consumer Discretionary
1086874200,2.5234999656677246,2.463000059127808,2.5199999809265137,2.496999979019165,144180000,2.496999979019165,2004-06-10,0,AMZN,Consumer Discretionary
1087219800,2.499500036239624,2.45199990272522,2.4670000076293945,2.462500095367432,103618000,2.462500095367432,2004-06-14,0,AMZN,Consumer Discretionary
1087306200,2.5299999713897705,2.4744999408721924,2.4855000972747803,2.505500078201294,138250000,2.505500078201294,2004-06-15,0,AMZN,Consumer Discretionary
1087392600,2.5374999046325684,2.495500087738037,2.504499912261963,2.5285000801086426,81952000,2.5285000801086426,2004-06-16,0,AMZN,Consumer Discretionary
1087479000,2.5455000400543213,2.470499992370605,2.525500059127808,2.4885001182556152,117510000,2.4885001182556152,2004-06-17,0,AMZN,Consumer Discretionary
1087565400,2.513999938964844,2.470000028610229,2.4719998836517334,2.4800000190734863,88334000,2.4800000190734863,2004-06-18,0,AMZN,Consumer Discretionary
1087824600,2.515000104904175,2.462500095367432,2.4725000858306885,2.4885001182556152,89806000,2.4885001182556152,2004-06-21,0,AMZN,Consumer Discretionary
1087911000,2.489500045776367,2.4119999408721924,2.4835000038146973,2.450000047683716,162410000,2.450000047683716,2004-06-22,0,AMZN,Consumer Discretionary
1087997400,2.549999952316284,2.4175000190734863,2.438499927520752,2.5404999256134038,151894000,2.5404999256134038,2004-06-23,0,AMZN,Consumer Discretionary
1088083800,2.5969998836517334,2.5344998836517334,2.549999952316284,2.5510001182556152,135202000,2.5510001182556152,2004-06-24,0,AMZN,Consumer Discretionary
1088170200,2.5964999198913574,2.5434999465942383,2.552500009536743,2.5899999141693115,139962000,2.5899999141693115,2004-06-25,0,AMZN,Consumer Discretionary
1088429400,2.70199990272522,2.609999895095825,2.61899995803833,2.6695001125335693,230078000,2.6695001125335693,2004-06-28,0,AMZN,Consumer Discretionary
1088515800,2.697000026702881,2.632499933242798,2.6610000133514404,2.685499906539917,171788000,2.685499906539917,2004-06-29,0,AMZN,Consumer Discretionary
1088602200,2.734999895095825,2.6710000038146973,2.680500030517578,2.720000028610229,137982000,2.720000028610229,2004-06-30,0,AMZN,Consumer Discretionary
1088688600,2.70199990272522,2.602499961853028,2.690000057220459,2.628000020980835,144238000,2.628000020980835,2004-07-01,0,AMZN,Consumer Discretionary
1088775000,2.6619999408721924,2.5915000438690186,2.63100004196167,2.629499912261963,97248000,2.629499912261963,2004-07-02,0,AMZN,Consumer Discretionary
1089120600,2.630000114440918,2.524499893188477,2.627500057220459,2.562000036239624,123138000,2.562000036239624,2004-07-06,0,AMZN,Consumer Discretionary
1089207000,2.6015000343322754,2.51200008392334,2.539499998092652,2.549999952316284,130312000,2.549999952316284,2004-07-07,0,AMZN,Consumer Discretionary
1089293400,2.498500108718872,2.423500061035156,2.42549991607666,2.4749999046325684,200678000,2.4749999046325684,2004-07-08,0,AMZN,Consumer Discretionary
1089379800,2.5,2.3910000324249268,2.493499994277954,2.4159998893737797,160670000,2.4159998893737797,2004-07-09,0,AMZN,Consumer Discretionary
1089639000,2.4674999713897705,2.40149998664856,2.4110000133514404,2.452500104904175,141338000,2.452500104904175,2004-07-12,0,AMZN,Consumer Discretionary
1089725400,2.499000072479248,2.44350004196167,2.4554998874664307,2.4800000190734863,98176000,2.4800000190734863,2004-07-13,0,AMZN,Consumer Discretionary
1089811800,2.5199999809265137,2.444499969482422,2.447499990463257,2.4749999046325684,101312000,2.4749999046325684,2004-07-14,0,AMZN,Consumer Discretionary
1089898200,2.4835000038146973,2.4059998989105225,2.4755001068115234,2.433500051498413,104882000,2.433500051498413,2004-07-15,0,AMZN,Consumer Discretionary
1089984600,2.453000068664551,2.33899998664856,2.44950008392334,2.3550000190734863,185738000,2.3550000190734863,2004-07-16,0,AMZN,Consumer Discretionary
1090243800,2.36299991607666,2.257499933242798,2.36299991607666,2.3010001182556152,196942000,2.3010001182556152,2004-07-19,0,AMZN,Consumer Discretionary
1090330200,2.3924999237060547,2.305999994277954,2.306999921798706,2.3494999408721924,152526000,2.3494999408721924,2004-07-20,0,AMZN,Consumer Discretionary
1090416600,2.380000114440918,2.2260000705718994,2.365999937057495,2.23799991607666,186730000,2.23799991607666,2004-07-21,0,AMZN,Consumer Discretionary
1090503000,2.303499937057495,2.181999921798706,2.185499906539917,2.2909998893737797,327820000,2.2909998893737797,2004-07-22,0,AMZN,Consumer Discretionary
1090589400,2.138000011444092,1.9780000448226929,2.123500108718872,1.9989999532699585,718544000,1.9989999532699585,2004-07-23,0,AMZN,Consumer Discretionary
1090848600,2.01200008392334,1.9164999723434448,2.0114998817443848,1.9390000104904173,279448000,1.9390000104904173,2004-07-26,0,AMZN,Consumer Discretionary
1090935000,1.995499968528748,1.940000057220459,1.9600000381469729,1.95550000667572,210698000,1.95550000667572,2004-07-27,0,AMZN,Consumer Discretionary
1091021400,1.9785000085830688,1.86899995803833,1.9644999504089355,1.8984999656677248,203672000,1.8984999656677248,2004-07-28,0,AMZN,Consumer Discretionary
1091107800,1.9479999542236328,1.901000022888184,1.9155000448226929,1.9290000200271609,164000000,1.9290000200271609,2004-07-29,0,AMZN,Consumer Discretionary
1091194200,1.9709999561309812,1.9114999771118164,1.924999952316284,1.9459999799728396,120630000,1.9459999799728396,2004-07-30,0,AMZN,Consumer Discretionary
1091453400,1.937999963760376,1.8904999494552608,1.9225000143051147,1.9149999618530276,118244000,1.9149999618530276,2004-08-02,0,AMZN,Consumer Discretionary
1091539800,1.9539999961853027,1.861500024795532,1.9160000085830688,1.8804999589920044,155712000,1.8804999589920044,2004-08-03,0,AMZN,Consumer Discretionary
1091626200,1.8730000257492063,1.8200000524520876,1.840999960899353,1.8559999465942385,195312000,1.8559999465942385,2004-08-04,0,AMZN,Consumer Discretionary
1091712600,1.8739999532699585,1.7690000534057615,1.870499968528748,1.780500054359436,168048000,1.780500054359436,2004-08-05,0,AMZN,Consumer Discretionary
1091799000,1.8335000276565552,1.7424999475479126,1.7625000476837158,1.774500012397766,230262000,1.774500012397766,2004-08-06,0,AMZN,Consumer Discretionary
1092058200,1.815000057220459,1.7424999475479126,1.7669999599456787,1.7660000324249268,183344000,1.7660000324249268,2004-08-09,0,AMZN,Consumer Discretionary
1092144600,1.8600000143051147,1.777500033378601,1.784500002861023,1.8550000190734863,201408000,1.8550000190734863,2004-08-10,0,AMZN,Consumer Discretionary
1092231000,1.8450000286102293,1.7799999713897705,1.8200000524520876,1.8279999494552608,188962000,1.8279999494552608,2004-08-11,0,AMZN,Consumer Discretionary
1092317400,1.8674999475479128,1.808500051498413,1.8125,1.8144999742507932,182362000,1.8144999742507932,2004-08-12,0,AMZN,Consumer Discretionary
1092403800,1.850000023841858,1.7934999465942385,1.8279999494552608,1.80649995803833,99622000,1.80649995803833,2004-08-13,0,AMZN,Consumer Discretionary
1092663000,1.919999957084656,1.7990000247955322,1.807000041007996,1.8975000381469729,163286000,1.8975000381469729,2004-08-16,0,AMZN,Consumer Discretionary
1092749400,1.972000002861023,1.8949999809265137,1.928500056266785,1.9114999771118164,223260000,1.9114999771118164,2004-08-17,0,AMZN,Consumer Discretionary
1092835800,1.9769999980926516,1.871000051498413,1.8960000276565552,1.968000054359436,190996000,1.968000054359436,2004-08-18,0,AMZN,Consumer Discretionary
1092922200,2.0239999294281006,1.8174999952316284,2.013000011444092,1.93149995803833,253922000,1.93149995803833,2004-08-19,0,AMZN,Consumer Discretionary
1093008600,1.995499968528748,1.905500054359436,1.9229999780654907,1.9754999876022337,135816000,1.9754999876022337,2004-08-20,0,AMZN,Consumer Discretionary
1093267800,2.0,1.95550000667572,1.994500041007996,1.972499966621399,110652000,1.972499966621399,2004-08-23,0,AMZN,Consumer Discretionary
1093354200,1.996500015258789,1.9160000085830688,1.9859999418258667,1.9524999856948853,152808000,1.9524999856948853,2004-08-24,0,AMZN,Consumer Discretionary
1093440600,2.024499893188477,1.9079999923706052,1.9529999494552608,2.015000104904175,145096000,2.015000104904175,2004-08-25,0,AMZN,Consumer Discretionary
1093527000,2.0415000915527344,1.9850000143051147,2.009000062942505,2.009500026702881,139434000,2.009500026702881,2004-08-26,0,AMZN,Consumer Discretionary
1093613400,2.0195000171661377,1.9800000190734863,2.0160000324249268,1.995000004768372,84808000,1.995000004768372,2004-08-27,0,AMZN,Consumer Discretionary
1093872600,1.997499942779541,1.912500023841858,1.99399995803833,1.9155000448226929,154230000,1.9155000448226929,2004-08-30,0,AMZN,Consumer Discretionary
1093959000,1.9424999952316284,1.89300000667572,1.919000029563904,1.906999945640564,122864000,1.906999945640564,2004-08-31,0,AMZN,Consumer Discretionary
1094045400,1.950500011444092,1.901000022888184,1.9114999771118164,1.9119999408721924,105050000,1.9119999408721924,2004-09-01,0,AMZN,Consumer Discretionary
1094131800,1.98199999332428,1.8954999446868896,1.9019999504089355,1.9589999914169312,114446000,1.9589999914169312,2004-09-02,0,AMZN,Consumer Discretionary
1094218200,2.000499963760376,1.932000041007996,1.950500011444092,1.937000036239624,104578000,1.937000036239624,2004-09-03,0,AMZN,Consumer Discretionary
1094563800,1.968000054359436,1.905500054359436,1.9574999809265137,1.9255000352859497,116660000,1.9255000352859497,2004-09-07,0,AMZN,Consumer Discretionary
1094650200,1.940500020980835,1.8854999542236328,1.924499988555908,1.900500059127808,132226000,1.900500059127808,2004-09-08,0,AMZN,Consumer Discretionary
1094736600,1.9155000448226929,1.868000030517578,1.9119999408721924,1.903499960899353,139134000,1.903499960899353,2004-09-09,0,AMZN,Consumer Discretionary
1094823000,1.940000057220459,1.8949999809265137,1.906499981880188,1.928500056266785,92690000,1.928500056266785,2004-09-10,0,AMZN,Consumer Discretionary
1095082200,2.002000093460083,1.940999984741211,1.9565000534057615,2.000499963760376,161304000,2.000499963760376,2004-09-13,0,AMZN,Consumer Discretionary
1095168600,2.137500047683716,1.995000004768372,2.009999990463257,2.133500099182129,317442000,2.133500099182129,2004-09-14,0,AMZN,Consumer Discretionary
1095255000,2.1589999198913574,2.0934998989105225,2.102499961853028,2.1105000972747803,222716000,2.1105000972747803,2004-09-15,0,AMZN,Consumer Discretionary
1095341400,2.21399998664856,2.117500066757202,2.119499921798706,2.128499984741211,231932000,2.128499984741211,2004-09-16,0,AMZN,Consumer Discretionary
1095427800,2.1630001068115234,2.119499921798706,2.1424999237060547,2.1480000019073486,157684000,2.1480000019073486,2004-09-17,0,AMZN,Consumer Discretionary
1095687000,2.19950008392334,2.130500078201294,2.135499954223633,2.1635000705718994,184448000,2.1635000705718994,2004-09-20,0,AMZN,Consumer Discretionary
1095773400,2.188499927520752,2.138499975204468,2.178499937057495,2.164499998092652,133910000,2.164499998092652,2004-09-21,0,AMZN,Consumer Discretionary
1095859800,2.1619999408721924,2.058500051498413,2.157500028610229,2.069000005722046,244336000,2.069000005722046,2004-09-22,0,AMZN,Consumer Discretionary
1095946200,2.109999895095825,2.055500030517578,2.066499948501587,2.0915000438690186,148220000,2.0915000438690186,2004-09-23,0,AMZN,Consumer Discretionary
1096032600,2.095499992370605,2.0425000190734863,2.0905001163482666,2.046999931335449,124114000,2.046999931335449,2004-09-24,0,AMZN,Consumer Discretionary
1096291800,2.05049991607666,1.987499952316284,2.0455000400543213,1.996500015258789,167948000,1.996500015258789,2004-09-27,0,AMZN,Consumer Discretionary
1096378200,2.0164999961853027,1.9485000371932983,2.007499933242798,1.971500039100647,238058000,1.971500039100647,2004-09-28,0,AMZN,Consumer Discretionary
